date,description,amount,category,flagged
2024-03-14,Rental Car,1901.73,Travel,False
2024-01-01,Best Buy,268.74,Shopping,True
2023-07-04,Books,256.04,Education,False
2024-03-13,Costco,230.4,Groceries,True
2024-02-09,Hotel,519.52,Travel,False
2024-06-03,Target,96.71,Groceries,False
2023-12-03,Local Market,244.52,Groceries,False
2023-07-14,Whole Foods,275.62,Groceries,False
2024-11-11,House Payment,2199.36,Rent,True
2024-03-22,Movie Tickets,98.22,Entertainment,False
2025-03-08,Coffee Shop,136.62,Dining,True
2025-04-08,Electronics Store,445.6,Shopping,True
2024-11-04,Whole Foods,189.43,Groceries,True
2024-12-31,Airline Ticket,1330.76,Travel,False
2024-10-01,Gas,185.84,Transportation,True
2024-02-18,Hotel,982.98,Travel,False
2023-10-05,Safeway,82.82,Groceries,True
2024-04-12,Doctor Visit,351.35,Healthcare,True
2023-11-28,Hulu,249.79,Entertainment,False
2024-10-26,Car Maintenance,88.01,Transportation,False
2024-08-19,Uber,472.14,Transportation,True
2023-05-09,Netflix,12.5,Entertainment,True
2023-10-26,Restaurant,18.45,Dining,True
2024-12-17,Apartment Payment,1759.09,Rent,False
2025-03-16,Hotel,1160.43,Travel,False
2023-12-08,Mortgage,1861.46,Rent,False
2023-12-29,Best Buy,7.32,Shopping,False
2023-07-28,Clothing Store,192.03,Shopping,True
2023-05-16,Airline Ticket,1657.96,Travel,False
2024-01-11,Clothing Store,165.45,Shopping,True
2024-02-17,Vacation,1690.09,Travel,True
2023-12-10,Concert,127.11,Entertainment,True
2024-01-30,Apartment Payment,1586.49,Rent,True
2023-12-02,Internet Bill,221.26,Utilities,False
2023-09-08,Rental Car,1341.66,Travel,True
2025-02-28,Workshop,140.18,Education,True
2024-02-25,Restaurant,302.31,Dining,True
2023-09-02,Apartment Payment,1889.55,Rent,True
2024-05-14,Mortgage,2337.25,Rent,False
2024-10-14,Apartment Payment,1052.66,Rent,False
2024-05-07,Best Buy,79.37,Shopping,True
2023-11-07,Amazon Prime,113.37,Entertainment,False
2024-02-07,Apartment Payment,878.57,Rent,False
2024-01-02,Insurance,269.5,Healthcare,False
2025-04-15,Amazon,410.77,Shopping,False
2023-05-11,Airbnb,462.31,Travel,True
2023-07-31,Best Buy,353.01,Shopping,True
2023-09-18,Cafe,62.84,Dining,True
2023-07-11,Phone Bill,205.63,Utilities,True
2025-02-24,Whole Foods,292.46,Groceries,False
2024-11-29,Dentist,160.09,Healthcare,True
2024-07-01,Books,244.91,Education,False
2024-12-09,Coffee Shop,169.43,Dining,False
2024-07-08,Cafe,211.45,Dining,True
2023-10-21,Target,227.61,Groceries,True
2024-07-28,Apartment Payment,2149.13,Rent,True
2023-12-10,Monthly Rent,1155.5,Rent,False
2024-04-28,Spotify,499.46,Entertainment,False
2024-07-02,Walmart,105.98,Groceries,True
2024-03-25,Tuition,94.43,Education,True
2024-05-23,Clothing Store,377.39,Shopping,True
2025-03-18,Airbnb,666.79,Travel,False
2024-09-08,Electronics Store,367.96,Shopping,False
2024-06-01,Car Maintenance,493.61,Transportation,True
2025-01-14,Car Maintenance,327.4,Transportation,False
2024-01-25,Dining Out,48.21,Entertainment,False
2024-11-09,Doctor Visit,244.16,Healthcare,False
2024-06-24,Books,192.97,Education,False
2023-07-01,Parking,409.44,Transportation,True
2023-12-28,Apartment Payment,2821.31,Rent,True
2024-09-04,Coffee Shop,384.19,Dining,False
2023-07-28,Monthly Rent,1131.15,Rent,False
2024-06-22,Coffee Shop,114.9,Dining,False
2024-07-03,Cable Bill,309.05,Utilities,False
2023-05-20,Coffee Shop,448.45,Dining,True
2023-10-15,Airbnb,1407.9,Travel,True
2025-04-19,Coffee Shop,123.81,Dining,True
2023-07-10,Kroger,210.5,Groceries,True
2023-08-31,Fast Food,97.13,Dining,True
2023-05-25,Electric Bill,242.73,Utilities,True
2023-06-14,Pharmacy,453.92,Healthcare,False
2023-12-31,Spotify,189.03,Entertainment,True
2025-01-15,Best Buy,444.29,Shopping,False
2024-05-14,Parking,302.91,Transportation,False
2025-04-29,Target,164.73,Groceries,True
2024-05-23,Hotel,1767.27,Travel,False
2024-06-05,Amazon,155.73,Shopping,True
2023-11-27,Public Transit,198.48,Transportation,True
2023-12-18,Walmart,296.56,Groceries,True
2024-07-01,Car Maintenance,486.33,Transportation,True
2024-12-31,Trader Joe's,35.08,Groceries,True
2024-01-28,Internet Bill,224.65,Utilities,False
2025-01-26,Tuition,391.16,Education,True
2024-12-20,Books,9.26,Education,False
2025-04-21,Books,291.36,Education,False
2024-10-16,Mortgage,2962.16,Rent,True
2023-05-26,Safeway,129.69,Groceries,True
2025-03-07,Apartment Payment,2522.69,Rent,False
2023-12-22,Vacation,1594.04,Travel,True
2023-09-14,Cafe,317.11,Dining,True
2025-01-31,Costco,254.09,Groceries,False
2024-06-06,Car Maintenance,480.64,Transportation,False
2023-12-06,Concert,44.65,Entertainment,False
2023-12-09,Optometrist,171.83,Healthcare,True
2025-01-16,Hulu,262.15,Entertainment,False
2024-11-10,Amazon Prime,264.57,Entertainment,False
2023-08-15,Whole Foods,38.33,Groceries,True
2024-05-28,Car Maintenance,53.17,Transportation,True
2024-01-07,Phone Bill,332.77,Utilities,False
2024-07-26,Best Buy,207.7,Shopping,True
2024-07-03,Lyft,218.69,Transportation,True
2024-06-21,Cable Bill,91.05,Utilities,True
2023-06-06,Electronics Store,63.18,Shopping,True
2023-07-12,Online Course,172.94,Education,True
2023-11-20,Bar,33.39,Dining,False
2024-01-18,Amazon,53.67,Shopping,False
2024-03-25,Netflix,495.94,Entertainment,False
2024-07-13,Tuition,414.84,Education,True
2023-08-13,Books,412.87,Education,False
2025-02-14,Whole Foods,245.38,Groceries,False
2023-11-05,Phone Bill,196.77,Utilities,True
2024-08-28,Pharmacy,414.95,Healthcare,True
2023-10-14,Phone Bill,369.61,Utilities,False
2025-01-18,Clothing Store,190.42,Shopping,False
2024-09-05,Books,342.7,Education,False
2023-08-26,Vacation,1293.74,Travel,False
2025-04-10,Netflix,452.37,Entertainment,True
2025-03-15,Walmart,73.89,Groceries,False
2024-08-15,Cafe,268.8,Dining,False
2024-07-30,Electronics Store,155.33,Shopping,False
2023-10-26,Tuition,357.53,Education,True
2024-05-30,Monthly Rent,2454.01,Rent,True
2024-12-23,Online Course,274.62,Education,True
2023-05-18,Insurance,128.47,Healthcare,False
2025-01-27,Phone Bill,360.71,Utilities,False
2025-03-08,Safeway,210.4,Groceries,False
2025-03-15,Apartment Payment,872.65,Rent,False
2023-05-20,Amazon Prime,303.18,Entertainment,True
2025-01-16,Conference,299.24,Education,True
2024-07-12,Fast Food,134.6,Dining,False
2024-05-26,Apple Store,379.32,Shopping,True
2024-07-01,Mortgage,1764.45,Rent,True
2024-11-10,Gas,126.08,Transportation,False
2024-04-09,Hotel,1939.14,Travel,True
2023-12-28,Hotel,745.04,Travel,True
2025-01-06,Online Course,320.96,Education,False
2024-07-17,Lyft,119.48,Transportation,False
2025-04-10,Car Maintenance,178.26,Transportation,True
2024-05-17,Best Buy,361.03,Shopping,True
2024-02-19,Books,46.32,Education,False
2024-02-07,Target,114.81,Groceries,True
2025-03-20,Apartment Payment,2643.88,Rent,False
2023-06-02,Vacation,1452.55,Travel,True
2025-01-08,Doctor Visit,459.06,Healthcare,False
2024-02-27,Car Maintenance,397.51,Transportation,False
2024-01-14,Restaurant,349.65,Dining,False
2025-03-29,Dentist,252.64,Healthcare,True
2024-10-28,Gas Bill,324.08,Utilities,True
2024-12-27,Safeway,104.22,Groceries,False
2024-03-19,Apple Store,38.32,Shopping,True
2023-07-17,Apartment Payment,2956.31,Rent,True
2024-01-07,Pharmacy,449.67,Healthcare,True
2023-08-13,Phone Bill,347.43,Utilities,False
2024-08-03,Electric Bill,185.68,Utilities,False
2024-06-23,Online Course,271.85,Education,False
2025-02-06,Pharmacy,301.45,Healthcare,True
2023-08-11,Doctor Visit,186.67,Healthcare,True
2023-08-14,Coffee Shop,128.93,Dining,False
2024-07-14,Best Buy,324.7,Shopping,True
2025-03-01,Dentist,227.26,Healthcare,False
2025-01-24,Car Maintenance,11.21,Transportation,True
2024-12-09,Doctor Visit,94.35,Healthcare,True
2025-01-06,Best Buy,184.1,Shopping,False
2024-11-08,Hulu,26.3,Entertainment,True
2024-06-21,Dentist,249.96,Healthcare,True
2023-06-14,Monthly Rent,2129.19,Rent,False
2024-04-19,Lyft,394.58,Transportation,True
2025-03-05,Uber,329.06,Transportation,False
2023-08-30,Whole Foods,90.34,Groceries,True
2024-07-02,Rental Car,291.89,Travel,False
2024-12-21,Gas Bill,385.37,Utilities,True
2024-03-22,Safeway,254.21,Groceries,True
2025-02-19,Workshop,222.94,Education,False
2024-05-17,Books,489.89,Education,True
2025-01-03,Lyft,63.91,Transportation,False
2024-12-31,Vacation,560.82,Travel,False
2024-03-27,Electric Bill,458.96,Utilities,False
2024-09-13,Phone Bill,111.37,Utilities,False
2024-08-03,Books,238.56,Education,True
2024-07-22,Conference,499.83,Education,False
2024-02-01,Mortgage,2370.59,Rent,False
2024-07-07,Trader Joe's,264.55,Groceries,True
2024-01-14,Dentist,8.03,Healthcare,False
2024-01-06,Public Transit,86.61,Transportation,True
2024-12-07,Cafe,37.45,Dining,False
2024-03-28,Electronics Store,334.15,Shopping,True
2025-04-24,Insurance,200.81,Healthcare,False
2024-03-06,Airline Ticket,845.46,Travel,False
2023-10-25,Phone Bill,319.58,Utilities,False
2024-04-21,Amazon,310.94,Shopping,False
2024-05-15,Lyft,199.43,Transportation,False
2024-05-27,Whole Foods,194.39,Groceries,False
2023-08-24,Apartment Payment,2723.51,Rent,True
2025-01-20,Fast Food,391.35,Dining,False
2024-10-10,Amazon Prime,332.19,Entertainment,False
2023-11-07,Parking,432.5,Transportation,True
2024-11-28,Workshop,139.56,Education,False
2023-11-05,Workshop,101.44,Education,True
2024-10-05,Kroger,104.62,Groceries,False
2023-07-04,Amazon,251.64,Shopping,False
2024-08-21,Cable Bill,97.61,Utilities,False
2024-03-25,Best Buy,223.43,Shopping,False
2024-11-02,Hotel,828.04,Travel,True
2023-08-28,Water Bill,102.22,Utilities,True
2025-01-17,Bar,389.41,Dining,True
2023-09-08,Cafe,295.47,Dining,True
2024-07-14,Tuition,142.72,Education,True
2024-11-29,Conference,303.59,Education,True
2023-08-13,Parking,264.71,Transportation,False
2024-11-27,Apple Store,180.74,Shopping,False
2024-12-07,Restaurant,69.57,Dining,True
2024-10-24,Cafe,53.6,Dining,True
2023-06-08,Car Maintenance,474.5,Transportation,True
2023-06-09,Local Market,138.91,Groceries,True
2023-10-18,Vacation,1231.27,Travel,True
2024-09-28,Best Buy,177.67,Shopping,True
2023-07-17,Fast Food,134.32,Dining,True
2023-05-31,Insurance,447.56,Healthcare,True
2023-05-18,Clothing Store,363.74,Shopping,False
2024-12-20,Apartment Payment,2478.94,Rent,False
2025-03-11,Gas,495.28,Transportation,False
2023-05-01,Amazon Prime,32.2,Entertainment,False
2024-12-22,Water Bill,184.01,Utilities,False
2025-01-06,Safeway,72.05,Groceries,False
2023-06-20,Trader Joe's,242.71,Groceries,True
2024-06-05,Lyft,409.74,Transportation,True
2024-12-18,Amazon Prime,428.51,Entertainment,False
2024-06-10,Dentist,168.09,Healthcare,False
2023-12-16,Car Maintenance,146.51,Transportation,False
2024-02-11,Monthly Rent,1217.12,Rent,False
2024-07-07,Electric Bill,428.87,Utilities,True
2024-12-15,Vacation,1072.45,Travel,True
2025-03-10,House Payment,2667.77,Rent,True
2023-12-10,Clothing Store,449.73,Shopping,True
2023-10-02,Best Buy,249.11,Shopping,False
2023-08-13,Parking,380.71,Transportation,False
2025-02-19,Pharmacy,70.66,Healthcare,False
2023-09-18,Conference,471.12,Education,True
2025-01-11,Parking,178.13,Transportation,True
2024-02-20,Phone Bill,229.69,Utilities,True
2023-10-23,Whole Foods,227.66,Groceries,False
2024-01-22,Mortgage,1642.81,Rent,True
2024-02-28,Cafe,148.14,Dining,True
2023-09-26,Insurance,7.46,Healthcare,False
2023-12-29,Electronics Store,23.1,Shopping,True
2023-08-01,Online Course,499.62,Education,False
2025-04-02,Kroger,105.54,Groceries,True
2024-05-24,Doctor Visit,492.21,Healthcare,False
2024-02-05,Cable Bill,194.72,Utilities,False
2024-05-03,Target,200.82,Groceries,True
2025-01-26,Rental Car,437.17,Travel,False
2023-09-12,Insurance,456.56,Healthcare,True
2024-12-19,Conference,30.59,Education,False
2023-06-02,Monthly Rent,2496.17,Rent,True
2023-06-07,Insurance,341.21,Healthcare,True
2024-05-15,Tuition,400.26,Education,False
2023-08-02,Best Buy,263.7,Shopping,False
2024-02-06,Internet Bill,165.19,Utilities,False
2024-12-28,Gas,147.09,Transportation,False
2024-03-31,Fast Food,412.6,Dining,False
2023-07-01,Water Bill,383.29,Utilities,False
2024-01-29,Uber,9.84,Transportation,False
2025-01-23,Amazon Prime,219.0,Entertainment,True
2023-05-13,Online Course,321.36,Education,True
2024-10-06,Apartment Payment,1851.24,Rent,True
2025-02-08,Coffee Shop,366.38,Dining,False
2024-05-10,Books,477.47,Education,False
2025-02-02,Restaurant,74.4,Dining,False
2024-03-12,Conference,278.26,Education,True
2023-09-08,Amazon,456.75,Shopping,False
2024-12-23,Amazon,239.67,Shopping,False
2024-08-12,Pharmacy,250.95,Healthcare,False
2024-03-31,Fast Food,464.56,Dining,True
2025-02-18,Vacation,799.38,Travel,True
2023-12-28,Costco,210.33,Groceries,True
2025-03-27,Electronics Store,286.94,Shopping,False
2024-06-29,Public Transit,331.31,Transportation,True
2024-03-03,Hulu,106.99,Entertainment,True
2023-11-23,Hotel,417.81,Travel,True
2024-10-20,Dining Out,293.4,Entertainment,False
2024-12-22,Internet Bill,357.0,Utilities,True
2023-07-08,Costco,188.36,Groceries,True
2025-04-18,Restaurant,393.78,Dining,False
2024-07-12,Public Transit,212.27,Transportation,True
2023-08-28,Lyft,97.21,Transportation,True
2023-07-28,Clothing Store,60.86,Shopping,True
2024-04-27,Whole Foods,197.11,Groceries,False
2024-05-04,Phone Bill,223.21,Utilities,False
2024-08-04,Restaurant,20.51,Dining,False
2024-02-03,Mortgage,2971.28,Rent,True
2024-08-17,Fast Food,406.3,Dining,False
2023-11-22,Gas,438.48,Transportation,False
2024-09-24,House Payment,1267.27,Rent,False
2023-12-28,Amazon,50.17,Shopping,True
2024-11-23,Uber,230.44,Transportation,False
2023-12-17,Gas,34.32,Transportation,True
2023-07-14,Trader Joe's,250.67,Groceries,False
2023-05-25,Public Transit,415.53,Transportation,False
2023-07-27,Electric Bill,90.36,Utilities,False
2024-08-23,Hulu,179.94,Entertainment,False
2023-12-11,Online Course,424.32,Education,True
2023-12-25,Coffee Shop,311.69,Dining,True
2025-02-06,Spotify,26.23,Entertainment,False
2024-06-11,Rental Car,908.1,Travel,True
2023-11-30,Monthly Rent,2779.22,Rent,False
2024-02-11,Airbnb,1580.3,Travel,False
2024-09-19,Uber,420.08,Transportation,True
2024-10-10,Cafe,184.26,Dining,True
2023-05-08,Mortgage,2402.66,Rent,True
2025-01-11,Monthly Rent,2271.16,Rent,True
2024-11-07,Best Buy,119.53,Shopping,True
2024-09-09,Airline Ticket,1825.85,Travel,False
2025-04-28,Doctor Visit,202.68,Healthcare,False
2024-12-13,Conference,451.4,Education,True
2025-04-02,Apple Store,226.61,Shopping,False
2024-08-23,Safeway,148.28,Groceries,False
2024-08-05,Workshop,446.44,Education,False
2025-02-19,Uber,453.27,Transportation,True
2025-02-23,Trader Joe's,58.87,Groceries,False
2023-12-31,Amazon,30.38,Shopping,False
2023-08-09,Fast Food,25.14,Dining,False
2023-08-20,Dentist,103.26,Healthcare,False
2023-07-07,Internet Bill,61.02,Utilities,False
2023-06-04,Phone Bill,376.66,Utilities,False
2024-05-23,Movie Tickets,179.91,Entertainment,False
2024-09-21,Cafe,339.83,Dining,True
2024-12-31,Tuition,211.28,Education,True
2023-08-18,Dentist,232.5,Healthcare,False
2025-01-02,Insurance,287.53,Healthcare,False
2024-04-08,Pharmacy,459.2,Healthcare,True
2023-06-22,Whole Foods,250.89,Groceries,True
2024-12-01,Tuition,447.55,Education,True
2023-12-18,Mortgage,1201.87,Rent,False
2023-05-28,Apartment Payment,2893.97,Rent,True
2025-01-23,Dentist,101.64,Healthcare,False
2024-07-10,Parking,197.13,Transportation,False
2024-02-20,Concert,234.42,Entertainment,False
2023-06-11,Insurance,67.32,Healthcare,False
2025-02-20,Restaurant,67.51,Dining,True
2024-11-18,Vacation,1117.03,Travel,False
2023-06-06,Internet Bill,66.14,Utilities,False
2024-09-02,Uber,430.09,Transportation,True
2024-09-18,Mortgage,1869.37,Rent,False
2024-01-29,Trader Joe's,134.62,Groceries,True
2023-09-14,Vacation,1088.6,Travel,True
2024-02-06,Insurance,283.44,Healthcare,True
2024-04-03,Kroger,128.24,Groceries,True
2025-04-04,Cafe,63.25,Dining,False
2023-05-19,Mortgage,1766.75,Rent,True
2024-02-26,Restaurant,288.35,Dining,True
2025-01-28,Parking,44.43,Transportation,True
2024-04-28,Costco,109.2,Groceries,False
2024-01-12,Dentist,155.04,Healthcare,True
2025-03-17,Best Buy,322.12,Shopping,False
2024-07-21,Optometrist,434.38,Healthcare,True
2024-08-02,House Payment,2998.94,Rent,False
2025-03-27,Trader Joe's,282.47,Groceries,True
2024-02-05,Dining Out,419.11,Entertainment,True
2024-01-21,Doctor Visit,199.65,Healthcare,False
2024-08-25,Amazon Prime,329.37,Entertainment,False
2024-03-12,Amazon Prime,235.63,Entertainment,False
2023-07-02,Amazon,171.55,Shopping,False
2024-01-11,Apartment Payment,1792.64,Rent,True
2023-09-12,Parking,270.52,Transportation,True
2024-03-13,Airbnb,1494.64,Travel,False
2024-10-04,Airline Ticket,854.6,Travel,True
2024-06-14,Bar,204.55,Dining,True
2024-04-15,Fast Food,385.34,Dining,True
2024-05-19,Car Maintenance,125.88,Transportation,True
2023-08-22,Cable Bill,82.82,Utilities,False
2024-08-23,Car Maintenance,250.57,Transportation,True
2024-05-18,Restaurant,317.2,Dining,False
2023-09-21,Safeway,165.4,Groceries,True
2025-01-15,Books,424.09,Education,True
2024-07-06,Best Buy,297.82,Shopping,False
2025-02-19,Monthly Rent,2856.01,Rent,False
2023-08-06,Tuition,10.05,Education,True
2024-08-30,Target,41.3,Groceries,False
2024-02-26,Insurance,377.75,Healthcare,True
2023-11-17,Target,40.94,Groceries,True
2023-08-07,Walmart,76.26,Groceries,False
2023-12-30,Target,51.84,Groceries,True
2024-11-18,Public Transit,175.37,Transportation,True
2024-08-25,Workshop,216.39,Education,False
2024-01-04,House Payment,863.35,Rent,False
2023-12-04,Insurance,436.74,Healthcare,True
2023-11-18,Local Market,177.64,Groceries,False
2024-07-15,Kroger,241.46,Groceries,True
2023-09-10,Optometrist,99.81,Healthcare,True
2025-04-22,Airline Ticket,1611.78,Travel,True
2025-02-08,Internet Bill,221.53,Utilities,False
2024-08-20,Coffee Shop,437.68,Dining,False
2023-11-29,Insurance,52.09,Healthcare,True
2024-05-09,Hulu,368.12,Entertainment,False
2024-12-08,Car Maintenance,284.09,Transportation,True
2024-09-15,Apartment Payment,2490.66,Rent,True
2023-07-29,Amazon Prime,355.75,Entertainment,False
2023-10-26,Monthly Rent,1089.13,Rent,True
2023-12-27,Books,360.26,Education,True
2023-07-19,Restaurant,297.93,Dining,True
2024-09-17,Tuition,369.27,Education,False
2023-11-26,Whole Foods,45.69,Groceries,True
2023-11-27,Gas,383.17,Transportation,False
2025-02-17,Concert,55.93,Entertainment,False
2023-11-25,Kroger,132.41,Groceries,True
2024-07-18,Car Maintenance,47.98,Transportation,False
2024-09-09,Uber,12.99,Transportation,False
2025-01-11,Local Market,102.95,Groceries,True
2024-07-04,Clothing Store,269.4,Shopping,False
2023-07-19,Gas Bill,205.83,Utilities,False
